,Headlines,Valid Source,Source
42,NBA finals  Lakers cool Heat to move within one win of title ,Yes,The Guardian
43,Soccer  Ukraine select 45-year-old retired goalkeeper amid Covid crisis ,Yes,The Guardian
44,Anne Heche  'Stigma around relationship with Ellen DeGeneres cost me huge movie deal' ,Yes,The Guardian
45,Totally Under Control review  Shocking film on Trump's failure to handle Covid-19 ,Yes,The Guardian
46,Cardi B  Rapper apologises for supporting Armenia fundraiser after backlash ,Yes,The Guardian
47,Cancel culture  Is Netflix killing off series too soon? ,Yes,The Guardian
48,"Marina Abramović  ‘I’m an artist, not a satanist!’ ",Yes,The Guardian
49,Eddie Van Halen  Musician dies of cancer aged 65 ,Yes,The Guardian
50,"Film  


  Why Netflix is a lifeline for African film-makers ",Yes,The Guardian
51,Books  Top 10 underrated Agatha Christie novels ,Yes,The Guardian
52,Andrew Cuomo  Governor blames Trump for 'worst failure since Pearl Harbor' ,Yes,The Guardian
53,"QAnon  Facebook to ban groups, pages and accounts in crackdown ",Yes,The Guardian
54,Revealed  Amy Coney Barrett lived in home of secretive Christian group's co-founder ,Yes,The Guardian
55,First Thing election special  Trump's tweets tank the Dow ,Yes,The Guardian
56,"Tech industry  Congress should rein in top companies, lawmakers' inquiry finds ",Yes,The Guardian
57,Los Angeles  Can community policing defuse racial tensions? LAPD's new deputy chief says yes ,Yes,The Guardian
58,"'Fear, division, chaos'  Michelle Obama video blasts Trump over racial injustice ",Yes,The Guardian
59,California  Wildfires spawn first ‘gigafire’ in modern history ,Yes,The Guardian
60,Refugees  Giant refugee puppet to walk from Syria to UK in public art event ,Yes,The Guardian
61,Japan  Plastic bag war won but shoplifters bag hidden spoils ,Yes,The Guardian
62,Chile  Rally to rescue elephant seal that got stranded in town ,Yes,The Guardian
63,UK  Boris Johnson set for compromise on Human Rights Act – EU sources ,Yes,The Guardian
64,World Bank  Warning that further 150m people face extreme poverty by 2022 ,Yes,The Guardian
65,"Environment  Intensive farming worldwide threatens Paris climate accord, report says ",Yes,The Guardian
66,Singapore  Country to offer baby bonus as people put plans on hold in Covid crisis ,Yes,The Guardian
67,Italy  Death of teenage boy on 'quarantine ship' being investigated ,Yes,The Guardian
68,Amazon  EU lawmakers ask Jeff Bezos: do you spy on politicians? ,Yes,The Guardian
69,China  Shortages of flu vaccine after rush to avoid 'twindemic' ,Yes,The Guardian
70,Counting the species  How DNA barcoding is rewriting the book of life ,Yes,The Guardian
71,The e-scooter  Road menace or saviour of the commute? ,Yes,The Guardian
72,Pause for the camera  Best of Harold Pinter – in pictures ,Yes,The Guardian
73,Sexy but unreliable  Why women should beware men with deep voices ,Yes,The Guardian
74,Chile  Neighbors band together to help stranded seal return to sea ,Yes,The Guardian
75,Azerbaijan  Footage shows shelling in city of Ganja ,Yes,The Guardian
82,Wednesday's best photos  Deer at dawn and seaside lights ,Yes,The Guardian
83,Culture  Posters that changed the world ,Yes,The Guardian
84,From UFOs to empty clothes  The best new talent at Photo London  ,Yes,The Guardian
85,"  Texas doctor, 28, dies of Covid: 'She wore the same mask for weeks, if not months' ",Yes,The Guardian
86,  Top US immunologist quits health role over Trump Covid response ,Yes,The Guardian
87,Live  White House doctor says Trump has been Covid symptom-free for 24 hours – live ,Yes,The Guardian
88,  Covid nurse who shared patient’s tragic last words shocked by US inaction ,Yes,The Guardian
89,  Revealed: Amy Coney Barrett lived in home of secretive Christian group's co-founder ,Yes,The Guardian
90,  Golden Dawn leader and ex-MPs found guilty in landmark trial ,Yes,The Guardian
92,  Cardi B apologises for supporting Armenia fundraiser after backlash ,Yes,The Guardian
93,  California wildfires spawn first ‘gigafire’ in modern history ,Yes,The Guardian
94,  Netflix indicted by Texas grand jury over 'lewd visual material' in Cuties ,Yes,The Guardian
0,Live  Trump says he won't participate in virtual presidential debate with Biden ,Yes,The Guardian
2,First Thing election special  Pence and Harris performed politics as usual ,Yes,The Guardian
4,Pretty fly for a white guy  Insect on Mike Pence's head upstages vice-president ,Yes,The Guardian
6,US election polls tracker  Who is leading in the swing states? ,Yes,The Guardian
8,Healthcare  Trump enjoys top Covid care that could cost ordinary Americans millions ,Yes,The Guardian
9,Louise Glück  American poet wins the 2020 Nobel prize in literature ,Yes,The Guardian
10,Australia  Pro surfer Matt Wilkinson's narrow escape from shark caught on camera ,Yes,The Guardian
11,Facebook  Company announces plan to stop political ads after 3 November ,Yes,The Guardian
12,Brexit  Italian PM urges UK to do right thing on deal ,Yes,The Guardian
13,'We're being massacred'  Colombia accused of failing to stop murders of activists ,Yes,The Guardian
14,Italy  Women take legal action over foetus graves marked with mothers' names ,Yes,The Guardian
15,'It spread like wildfire'  Covid ravages Navajo Nation as Trump makes election play for area ,Yes,The Guardian
16,Exclusive  Minority of Europeans think US election will be free and fair – poll ,Yes,The Guardian
17,Hong Kong  700-year-old drunken princes scroll fetches £32m ,Yes,The Guardian
18,New York  Orthodox Jews condemn Cuomo over new Covid shutdowns ,Yes,The Guardian
20,Live  Court strikes down partial lockdown order for Madrid; Brazil cases pass 5m ,Yes,The Guardian
22,Europe  Germany fears spiralling Covid spread as cases rise suddenly ,Yes,The Guardian
24,New Zealand  Nation whole again as Auckland lockdown ends ,Yes,The Guardian
26,"'PTSD is real, I wake up crying'  The activist who stood up to prison guard abuse ",Yes,The Guardian
27,What did Prince listen to in the car?  This Instagram account may tell you ,Yes,The Guardian
28,Behind China’s ‘pork miracle’  How technology is transforming rural hog farming ,Yes,The Guardian
29,'My kids smell of oregano'  Guardian readers on their weirdest pandemic meals ,Yes,The Guardian
30,"The fight to vote  


  I was caught in New York's election error. That's no cause for alarm ",Yes,The Guardian
31,How to get through loss  Advice from women of color ,Yes,The Guardian
32,"  


  Trump's response to the pandemic has always been dishonest and cruel ",Yes,The Guardian
33,"  


  Kamala Harris walked a tightrope, but still wiped the floor with Mike Pence ",Yes,The Guardian
34,"Opinion  


  Pence struggles to defend the indefensible and please his disastrous boss ",Yes,The Guardian
35,"  


  The injustice of slavery is not over: the graves of the enslaved are still being desecrated ",Yes,The Guardian
36,"  


  Why did Golden Dawn's neo-Nazi leaders get away with it for so long? ",Yes,The Guardian
39,French Open  Novak Djokovic enters semi-finals but faces fitness battle ,Yes,The Guardian
41,"Cycling  Former Team Sky doctor reveals destroying banned testosterone, tribunal told ",Yes,The Guardian
44,We Fight to Build A Free World  A history of artists resisting intolerance ,Yes,The Guardian
45,'It’s not a question of belief'  The film examining government UFO records ,Yes,The Guardian
46,Duncan Grant  Lost stash of 400 erotic drawings comes to light ,Yes,The Guardian
48,Yabba dabba do!   How The Flintstones set the stage for the adult animation boom ,Yes,The Guardian
53,'He really packed on the pounds'  Fat Bear Week crowns 747 the winner ,Yes,The Guardian
54,Trump taxes  Supreme court fight likely as judges rule president must turn over records ,Yes,The Guardian
56,Economy  US faces ‘watershed moment’ as Trump sows confusion ,Yes,The Guardian
58,Covid at the White House  At least 22 in Trump’s circle have tested positive ,Yes,The Guardian
60,"Russia  Explosion and fire at munitions depot sends 2,000 fleeing ",Yes,The Guardian
61,Nagorno-Karabakh  Half of population displaced by Armenia and Azerbaijan clashes ,Yes,The Guardian
63,Climate crisis  September breaks global and European records for hottest ever ,Yes,The Guardian
64,WTO  First female boss to be appointed as shortlist narrows to two ,Yes,The Guardian
65,"Italy  Well preserved 2,000-year-old brain cells found in Vesuvius victim ",Yes,The Guardian
66,Philippines  UN accused over failure to investigate 'war on drugs' killings ,Yes,The Guardian
67,Environment  Goldmining having big impact on indigenous Amazon communities ,Yes,The Guardian
69,Vietnam  Prominent journalist arrested as state cracks down on free speech online ,Yes,The Guardian
70,"'When the symptoms appear, it’s already too late'  Mystery disease killing Italy's kiwi fruit trees baffles scientists ",Yes,The Guardian
71,'Hijacked by anxiety'  How climate dread is hindering climate action ,Yes,The Guardian
72,Goat Power  How herding is empowering women in rural Africa – in pictures ,Yes,The Guardian
73,"Big Veg Twitter  


  The last corner of the internet that is wholesome and good ",Yes,The Guardian
74,Vice-presidential debate  Harris calls Trump's coronavirus response 'greatest failure' of any administration ,Yes,The Guardian
76,White House  CNN reporter fends off raccoon ,Yes,The Guardian
77,‘I’m proud of my gender’  Two women win Nobel chemistry prize  ,Yes,The Guardian
85,Jakarta protests and a diving suit challenge  Thursday's best photos ,Yes,The Guardian
86,"Bronx photo fundraiser  Braids, betrayal ... and a mission to Mars ",Yes,The Guardian
88,  Australian pro surfer Matt Wilkinson's narrow escape from shark caught on camera ,Yes,The Guardian
89,Live  Trump says he won't participate in virtual presidential debate with Biden – live ,Yes,The Guardian
90,  Louise Glück wins the 2020 Nobel prize in literature ,Yes,The Guardian
93,  Looks speak louder than words as Harris makes quotable case against Pence ,Yes,The Guardian
94,  McConnell hits out at Guardian and other media over Amy Coney Barrett scrutiny ,Yes,The Guardian
95,  Pretty fly for a white guy: insect on Mike Pence's head upstages vice-president ,Yes,The Guardian
96,"  Well preserved 2,000-year-old brain cells found in Vesuvius victim ",Yes,The Guardian
97,  Pence-Harris vice-presidential debate: six key takeaways ,Yes,The Guardian
0,'Our worst nightmare'  Will militias heed Trump's call to watch the polls? ,Yes,The Guardian
2,Donald Trump  President plans Florida rally on Saturday amid Covid test secrecy ,Yes,The Guardian
4,Covid  How does Trump’s care compare with average 74-year-old’s? ,Yes,The Guardian
6,Gretchen Whitmer  How the alleged plot to kidnap Michigan's Democratic governor unravelled ,Yes,The Guardian
7,Nobel peace prize  UN's World Food Programme wins 2020 award ,Yes,The Guardian
8,Climate  The battle quietly raging this week about US homes ,Yes,The Guardian
9,'Terrible day'  Anger as pictures show Varosha beach in Cyprus opening after 46 years ,Yes,The Guardian
10,The fight to vote  'Mail voting doesn't work for Navajo Nation': Native Americans face steep election hurdles ,Yes,The Guardian
11,1MDB scandal  Former Trump fundraiser charged with allegedly lobbying US to drop inquiry ,Yes,The Guardian
12,Facebook  Hundreds of fake pro-Trump profiles removed ,Yes,The Guardian
13,Tory Lanez  Rapper charged with shooting Megan Thee Stallion ,Yes,The Guardian
14,Scotland  Residents of remote peninsula face up to its future as spaceport ,Yes,The Guardian
15,'Latrines are indeed valuable sources'  Scientists get hands dirty with research into medieval poop ,Yes,The Guardian
16,Mike Lee  Republican senator says 'democracy isn't the objective' of US system ,Yes,The Guardian
17,'Brain fog'  The people struggling to think clearly months after Covid ,Yes,The Guardian
19,Live  Spain imposes state of emergency in Madrid; doctor clears Trump to return to public events ,Yes,The Guardian
21,Covax  Vaccine global effort gets China's support ,Yes,The Guardian
23,Coronavirus map of the US  Latest cases state by state ,Yes,The Guardian
25,England  Hospitals in north 'to run out of Covid beds within a week' ,Yes,The Guardian
26,"Environment  Covid-19 lockdowns have improved global air quality, data shows ",Yes,The Guardian
27,'There’s quite a bit of resentment'  Is Covid deepening England's north-south divide? ,Yes,The Guardian
28,Coronavirus world map  Which countries have the most Covid cases and deaths? ,Yes,The Guardian
29,'We started dropping like flies'  I left my friends in prison in a pandemic. Here's what it's like for them ,Yes,The Guardian
30,Kevin Bacon   'I couldn't care less about being heroic or handsome' ,Yes,The Guardian
31,'The goal was to break the mold'  Deaf U breaks new ground for Netflix ,Yes,The Guardian
32,A continent ablaze  Why fires are tearing across South America ,Yes,The Guardian
33,"LeBron James  


  He ended my NBA title hopes three times. He's even better now – in every sense ",Yes,The Guardian
34,"'We lost ourselves'  Future Islands, the synthpop band who nearly blew it ",Yes,The Guardian
36,"  


  Medical workers are sacrificing themselves to protect us. Here's how we can help them ",Yes,The Guardian
37,"  


  People, not carbon emissions, should be at the heart of the west's climate action ",Yes,The Guardian
39,"  


  The pain of cinema closures isn’t just economic ",Yes,The Guardian
41,"  


  LeBron ended my NBA title hopes three times. He's even better now – in every sense ",Yes,The Guardian
42,NFL  Foles thwarts Brady again as Bears rally past Buccaneers ,Yes,The Guardian
43,"  


  What sets Lewis Hamilton apart from Schumacher is personal development ",Yes,The Guardian
44,La Liga  Suárez says he was reduced to tears by Barcelona’s treatment of him ,Yes,The Guardian
45,French Open  Iga Swiatek thrashes Podoroska to join American Kenin in final ,Yes,The Guardian
46,Next Generation 2020  60 of the best young talents in world football ,Yes,The Guardian
47,"'Your pronouns matter. You matter'  Stephen King, Margaret Atwood and Roxane Gay champion trans rights in open letter ",Yes,The Guardian
48,The Haunting of Bly Manor review  Horror with a chilling lack of shocks ,Yes,The Guardian
49,Louise Glück  Colm Tóibín on a brave and truthful Nobel winner ,Yes,The Guardian
50,Kanye West  Why rapper's fight for his masters marks a changing music industry ,Yes,The Guardian
51,"Neil Gaiman  


  Narnia made me want to write, to do that magic trick ",Yes,The Guardian
52,Kajillionaire review  Stylish band of scammers do the trick ,Yes,The Guardian
53,In dialogue with Mozart  Composer's violin brought back to life ,Yes,The Guardian
54,My streaming gem  Why you should watch I Don't Feel at Home in This World Anymore ,Yes,The Guardian
55,Debates  Schedule in disarray after Trump refuses virtual event ,Yes,The Guardian
56,Amy Coney Barrett  Activists at super-spreader event launch US bus tour ,Yes,The Guardian
57,Afghanistan  Trump's withdrawal announcement takes US officials by surprise  ,Yes,The Guardian
58,Trump  President suggests veterans' families could have given him Covid ,Yes,The Guardian
59,Hurricane Delta  Louisiana braces for disaster for sixth time this year ,Yes,The Guardian
60,'It should be about the duck'  Ire as new US nature stamps feature hunting gear ,Yes,The Guardian
61,"Portland  Officers targeted medics with teargas and projectiles, report finds ",Yes,The Guardian
62,Analysis  Looks speak louder than words as Harris makes quotable case against Pence ,Yes,The Guardian
63,North Korea  Regime plans biggest ever military parade for party anniversary – report ,Yes,The Guardian
64,Exclusive  More than 500 child victims of 'revenge porn' in England and Wales last year ,Yes,The Guardian
65,"Brexit  EU does not believe UK will walk out on talks, diplomat says ",Yes,The Guardian
66,Italy  Prosecutors investigate alleged mistreatment of 'escape genius' bear ,Yes,The Guardian
67,Nagorno-Karabakh  Russia offers to host ceasefire talks ,Yes,The Guardian
68,Bangladesh  Gang violence erupts in Rohingya camps forcing families to flee ,Yes,The Guardian
69,Spain  Deputy PM says call for inquiry is part of attempt to discredit him ,Yes,The Guardian
70,Live  UK economic recovery slowed to 2.1% in August ,Yes,The Guardian
71,Germany  Holocaust survivor's daughter sues historian over claim of lesbian liaison with Nazi guard ,Yes,The Guardian
72,Aviation  British Airways' last two 747s make final flights from Heathrow ,Yes,The Guardian
73,Senate elections  The key races that will determine power in Washington ,Yes,The Guardian
74,"Experience  


  I help coma survivors fill in the gaps ",Yes,The Guardian
75,"How to clean your bed  


  If you didn’t wash it for a year it would be a kilo heavier from dead skin ",Yes,The Guardian
76,"The joy of small things  In our divided age, nothing makes me happier than sincerely changing my mind ",Yes,The Guardian
77,South Korea  Blaze engulfs 33-storey apartment block in Ulsan ,Yes,The Guardian
78,Michigan  Biden blasts Trump for not condemning Gretchen Whitmer kidnap plot  ,Yes,The Guardian
90,News photography  6Mois photojournalism award ,Yes,The Guardian
92,Environment  Royal Society of Biology photography competition ,Yes,The Guardian
93,  Rapper Tory Lanez charged with shooting Megan Thee Stallion ,Yes,The Guardian
94,  Covid drug given to Trump developed using cells derived from aborted fetus ,Yes,The Guardian
95,Live  Trump and Pelosi set for 25th amendment battle over president's 'mental and physical capacity' – live ,Yes,The Guardian
96,  Republican senator says 'democracy isn't the objective' of US system ,Yes,The Guardian
97,  Pelosi: Congress will discuss rules for Trump's removal under 25th amendment ,Yes,The Guardian
98,  Kevin Bacon: 'I couldn't care less about being heroic or handsome' ,Yes,The Guardian
99,  'Terrible day': anger as pictures show Varosha beach in Cyprus opening after 46 years ,Yes,The Guardian
100,  'Our worst nightmare': will militias heed Trump's call to watch the polls? ,Yes,The Guardian
101,  Donald Trump plans Florida rally on Saturday amid Covid test secrecy ,Yes,The Guardian
102,  First Thing election special: an isolated Trump plans a rally ,Yes,The Guardian
0,‘A surreal reality show’  Trump’s terrible week after his Covid diagnosis ,Yes,The Guardian
2,US elections 2020  Second presidential debate canceled but Trump plans in-person events ,Yes,The Guardian
6,Michigan terror plot  Why rightwing extremists are thriving on Facebook ,Yes,The Guardian
7,'It instilled such problems'  Ex-member of Amy Coney Barrett's faith group speaks out ,Yes,The Guardian
8,Fracking  Trump has made it an election issue. Has he misjudged Pennsylvania? ,Yes,The Guardian
9,Trump administration  Public lands chief refuses to leave his post despite judge's order ,Yes,The Guardian
10,Policing  Versace executive accuses Los Angeles police of racial profiling ,Yes,The Guardian
11,"Lebanon  Beirut fuel tank explodes in building basement, killing four ",Yes,The Guardian
12,Hong Kong  Police arrest nine people suspected of aiding fleeing activists ,Yes,The Guardian
13,Nagorno-Karabakh  Armenia and Azerbaijan agree to ceasefire from 12pm on Saturday ,Yes,The Guardian
14,Environment  Campaign seeks 1bn people to save climate – one small step at a time ,Yes,The Guardian
15,North Korea  Military parade marks ruling party's 75th anniversary ,Yes,The Guardian
16,Cook Islands  Prime minister gives himself 17 portfolios ,Yes,The Guardian
17,"Live  England prepares for three-tier lockdown system; India reports 73,000 new cases ",Yes,The Guardian
19,'He became a hero'  Bolsonaro sees popularity surge as Covid-19 spreads ,Yes,The Guardian
21,"Coronavirus symptoms  How to tell if you have a common cold, flu or Covid ",Yes,The Guardian
25,Coronavirus  Spain declares emergency in Madrid as Berlin emerges as hotspot ,Yes,The Guardian
26,London  Mayor Sadiq Khan: further Covid restrictions ‘inevitable’ ,Yes,The Guardian
29,25 years of His Dark Materials  Philip Pullman on the journey of a lifetime ,Yes,The Guardian
30,What Were We Thinking review  Carlos Lozada on why Trump books matter ,Yes,The Guardian
31,Photography  Purrfect match: cats and their human doubles ,Yes,The Guardian
32,Clare Bronfman  Who is the Seagram’s heiress who financed Nxivm? ,Yes,The Guardian
33,1968  The year that set the world on fire ,Yes,The Guardian
34,"Blind date  


  I was tipsy and slurring ",Yes,The Guardian
35,"  


  Covid-19 has unmasked the true nature of Donald Trump and Trumpism ",Yes,The Guardian
37,"  


  The wall between what’s private and what’s not is dissolving. Which side am I on? ",Yes,The Guardian
39,"  


  Learn lessons from the first wave? Johnson and co are far too busy for that ",Yes,The Guardian
41,NBA finals  Heat edge Lakers behind another Butler masterpiece to stay alive ,Yes,The Guardian
42,French Open  Swiatek and Kenin are opposites offering a glimpse of future ,Yes,The Guardian
43,"  


  The derby may yet dash dreams but Ancelotti has restored Everton's pride ",Yes,The Guardian
44,Giro d'Italia  Yates withdrawn from race after Covid-19 positive test ,Yes,The Guardian
45,MLB  Rays reach ALCS as Mike Brosseau's homer sends Yankees home ,Yes,The Guardian
46,"Art and design  George Floyd, isolation and Zoom: hundreds of artists fuel pandemic exhibition in San Francisco ",Yes,The Guardian
47,Trevor Noah on the VP debate  Pence dodged questions 'like they were a PG-13 movie' ,Yes,The Guardian
48,Streaming  The best films about doppelgängers and shifting identities ,Yes,The Guardian
50,"Sayaka Murata  


  I acted how I thought a cute woman should act - it was horrible ",Yes,The Guardian
52,Florida  Federal judge denies plea to extend voter registration ,Yes,The Guardian
55,Michigan  Six people charged in plot to kidnap Whitmer ,Yes,The Guardian
61,Taiwan  President calls for less tension with China in annual address ,Yes,The Guardian
62,New Zealand   Danger lurks for Ardern even as her star power dominates election ,Yes,The Guardian
63,Isis hostages  British-born suspects plead not guilty over deaths ,Yes,The Guardian
64,Macau  Photo exhibition featuring Hong Kong protest images shut down ,Yes,The Guardian
72,Ask Annalisa Barbieri  A younger man has befriended my grandmother. I worry he’s a threat ,Yes,The Guardian
87,Art and design  20 photographs of the week ,Yes,The Guardian
88,A Berlin eviction and a rainy parade  Friday's best photos ,Yes,The Guardian
89,A ‘most wanted’ bear and a lost elephant seal  The week in wildlife ,Yes,The Guardian
90,  'Brain fog': the people struggling to think clearly months after Covid ,Yes,The Guardian
91,  'It instilled such problems': ex-member of Amy Coney Barrett's faith group speaks out ,Yes,The Guardian
92,  Trump's public lands chief refuses to leave his post despite judge's order ,Yes,The Guardian
93,  ‘A surreal reality show’: Trump’s terrible week after his Covid diagnosis ,Yes,The Guardian
94,  Purrfect match: cats and their human doubles ,Yes,The Guardian
95,  Trump has made fracking an election issue. Has he misjudged Pennsylvania? ,Yes,The Guardian
96,"  Married sex is like making risotto: always nice, but often you can’t be arsed ",Yes,The Guardian
98,"  Who is Clare Bronfman, the Seagram’s heiress who financed Nxivm? ",Yes,The Guardian
99,  Second presidential debate canceled but Trump plans in-person events ,Yes,The Guardian
23,Tammy Duckworth,Yes,TIME
24,Ban Ki-moon,Yes,TIME
25,Dr. Ashish K. Jha,Yes,TIME
26,Zachary Karabell,Yes,TIME
27,Padma Lakshmi,Yes,TIME
28,Jamil Zaki,Yes,TIME
29,"
                                Thank you!
                              ",Yes,TIME
30,,Yes,TIME
0,Trump Enters White House Without Mask,Yes,TIME
1,The President’s ‘Unprecedented’ COVID-19 Treatment,Yes,TIME
2,Here Are Election Day’s Most Likely Scenarios,Yes,TIME
3,WH Press Secretary McEnany Tests Positive for COVID-19,Yes,TIME
5,CDC: COVID-19 Can Spread Indoors in Air Beyond 6 Feet ,Yes,TIME
6,Neurologic Symptoms Common Among U.S. COVID-19 Patients,Yes,TIME
18,American Andrea Ghez Shares Nobel Prize for Physics,Yes,TIME
19,John McAfee Arrested on U.S. Tax Evasion Charges,Yes,TIME
20,Armenia's Prime Minister Accuses Turkey of 'Reinstating the Ottoman Empire' in Sending Mercenaries to Nagorno Karabakh,Yes,TIME
21,U.S. Court Orders Iran to Pay $1.45 Billion for Levinson Kidnapping,Yes,TIME
22,2 Conservative Justices Criticize Same-Sex Marriage Ruling,Yes,TIME
0,Here's What to Expect From the VP Debate,Yes,TIME
1,When Did Trump Last Test Negative?,Yes,TIME
2,Joe Biden Logs Biggest Polling Lead Yet Over Donald Trump,Yes,TIME
3,Trump's Attitude Rankles Some Who Suffered From COVID,Yes,TIME
4,Trump Adviser Stephen Miller Has COVID-19,Yes,TIME
5,Why Trump Is A Super-Spreader Of COVID Disinformation,Yes,TIME
6,Trump Campaign Sticks With In-Person Events,Yes,TIME
7,Police Officer Charged With Murder of Unarmed Black Man,Yes,TIME
18,The Kremlin's Shifting Strategy on U.S. Vote,Yes,TIME
19,"Donald Trump Is Trailing By Most Measures. Then Again, He’s Been Here Before",Yes,TIME
20,"Two Years Ago He Won the Nobel Peace Prize. Now, He’s Under Threat for Standing Up for Victims of Sexual Violence",Yes,TIME
21,I Lost My Mother to COVID-19,Yes,TIME
22,A Children's Book Caught in Hungary’s Fight Over LGBT Rights,Yes,TIME
48,The 10 Best Money Podcasts You Should Listen to Now,Yes,TIME
49,I Went Against Everyone's Advice and Stopped Investing to Pay Off Debt,Yes,TIME
50,11 Experts Reveal Their Go-To Money Saving Secrets,Yes,TIME
51,6 Money Experts Share How Many Credit Cards You Should Have,Yes,TIME
0,Pence Lectures Harris at Debate,Yes,TIME
1,Why It's Good the FDA Is Slowing COVID-19 Vaccine Approval,Yes,TIME
2,Trump Is Trailing By Most Measures But He’s Been Here Before,Yes,TIME
3,Biggest Moments of the Vice Presidential Debate,Yes,TIME
4,Ex-Cop Charged in Floyd's Killing Freed on Bond,Yes,TIME
5,Why It Matters When Trump Last Tested Negative for COVID,Yes,TIME
12,Donald Trump's COVID-19 Diagnosis Is Forcing Him to Face His Personal—and Political—Vulnerability,Yes,TIME
13,How a Road Trip Through America's Battlegrounds Revealed a Nation Plagued by Misinformation,Yes,TIME
14,"Despite a Strong COVID-19 Rebound, China Isn't Going Back to Normal Anytime Soon",Yes,TIME
18,Nobel Prize in Chemistry Awarded to First All-Female Team for CRISPR Gene Editing,Yes,TIME
19,Second U.S. Presidential Debate Going Virtual Amid Trump's COVID-19 Diagnosis,Yes,TIME
20,Europe Wants Biden To Beat Trump,Yes,TIME
21,American Poet Louise Glück Wins Nobel Literature Prize,Yes,TIME
0,Election Day May Not Yield a Quick Answer,Yes,TIME
2,A Champion for Trans Visibility,Yes,TIME
3,A Pop Star With Purpose,Yes,TIME
4,"13 Charged in Plots to Kidnap Michigan Gov. Whitmer, Police",Yes,TIME
5,Trump Vows Not To Participate in Virtual Presidential Debate With Biden,Yes,TIME
7,Nobel Prize in Chemistry Awarded to First All-Female Team,Yes,TIME
14,Finding Strength in Adversity,Yes,TIME
18,Nobel Peace Prize Awarded to World Food Program,Yes,TIME
19,How TIME Chose Its 2020 Next Generation Leaders,Yes,TIME
20,Protests Against New Indonesian Labor Law Turn Violent,Yes,TIME
21,Report: Meadows Violated Georgia COVID-19 Restrictions,Yes,TIME
22,Tory Lanez Charged With Shooting Megan Thee Stallion,Yes,TIME
0,How Amy Coney Barrett Could Shape the Court,Yes,TIME
1,"For Protesters Injured by Police, There's No Real Recovery",Yes,TIME
2,Burna Boy Is Using His Voice to Share a New Vision for His Homeland,Yes,TIME
4,How COVID-19 Has Increased Hunger Crisis,Yes,TIME
5,Kamala and the Research on Men Interrupting Women,Yes,TIME
6,Democrats and Republicans' Divergent Views of COVID,Yes,TIME
7,How COVID-19 Has Hit Refugee Camps,Yes,TIME
18,'The Haunting of Bly Manor' Reimagines a Classic Ghost Story,Yes,TIME
19,What Happens Next in Ethiopia's Political Turmoil,Yes,TIME
20,Fleetwood Mac Skateboarder Reflects on Viral Fame,Yes,TIME
21,"In Netflix's Slow-Burning The Haunting of Bly Manor, the Real Ghost Is Inequality",Yes,TIME
2,Prospect of Trump’s early hospital discharge mystifies doctors ,Yes,The Washington Post
34,"Who can be
president? According
to the movies, it’s
still White men.",Yes,The Washington Post
51,Americans say they’re drinking alcohol 14 percent more often in the pandemic ,Yes,The Washington Post
70,Halloween shops seeing little demand for costumes: ‘I’ve never been this worried’ ,Yes,The Washington Post
101,"Creamy and sweet, tres leches cake is on the rise",Yes,The Washington Post
0,Trump returns to White House downplaying virus that hospitalized him,Yes,The Washington Post
1,President’s doctor says he ‘may not entirely be out of the woods yet’,Yes,The Washington Post
2,Trump leaves military hospital and enters ‘uncharted territory’,Yes,The Washington Post
3,"With Trump out of the hospital, Biden steps up criticism",Yes,The Washington Post
4,The president cares about his image. That’s pretty much it.,Yes,The Washington Post
5,‘Unjustifiable hysteria’: Republican recalcitrance on virus persists even as GOP faces growing turmoil,Yes,The Washington Post
6,Trump’s fearlessness is powered by the type of health care only he gets,Yes,The Washington Post
7,A hiatus for the Kayleigh McEnany show? Coronavirus sidelines another potent Trump surrogate.,Yes,The Washington Post
8,Concern rises for White House residence staffers as their workplace emerges as a virus hot spot,Yes,The Washington Post
9,VP debate to feature plexiglass barriers to increase safety,Yes,The Washington Post
10,Covid-19 is a fearsome killer. Trump’s magical thinking will not change that.,Yes,The Washington Post
11,Americans showed Trump compassion. He repaid us with contempt.,Yes,The Washington Post
12,Trump should receive the best care. I wish I were certain that’s happening.,Yes,The Washington Post
13,Let’s hope Trump recovers — and that the GOP gets what it deserves,Yes,The Washington Post
14,The Supreme Court’s next abortion decision may come sooner than you think,Yes,The Washington Post
15,"If this is my last column here, it’s because I’ve been imprisoned in Cuba",Yes,The Washington Post
20,Most covid-19 patients don’t check themselves into hospitals. This is how experts say it usually works.,Yes,The Washington Post
21,"What do yarn, RVs, exercise gear and snowshoes share? They all could be hot winter buys.",Yes,The Washington Post
22,An interactive guide to traveling safely for the holidays ,Yes,The Washington Post
23,Supreme Court backs witness requirement for mail-in ballots in S.C.,Yes,The Washington Post
24,Nobel Prize in physics awarded for discoveries about black holes,Yes,The Washington Post
25,Colleges are cutting sports programs in the pandemic — upending the lives of athletes and coaches,Yes,The Washington Post
26,CDC says airborne transmission plays a role in virus spread in a long-awaited update after a website error last month,Yes,The Washington Post
27,Trump administration revokes the visa of a Ukrainian political fixer tied to Giuliani,Yes,The Washington Post
28,Outbreak in the West Wing,Yes,The Washington Post
29,‘Epidemiologists just wanna vomit’: Doctors disturbed after Trump removes his mask at the White House,Yes,The Washington Post
30,A Texas cop killed a Black man called a ‘pillar of the community.’ Now he’s charged with murder.,Yes,The Washington Post
