Headlines,Valid Source,Source
How To Move To Canada: A Guide For Americans,No,True North
How the Brits see Canada,No,True North
How the United States sees Canada,No,True North
Former Democratic President turns Conservative,No,True North
TPP Sans Canada?,No,True North
10 Election Strategies For Michael Sona That Aren't Felonies,No,True North
Cash-Strapped CBC Pays Peter Mansbridge Over $1 Million – How Did That Happen?,No,True North
Election Betting Odds! What’s Likely to Happen Over the Next Few Hours,No,True North
‘The Rebel’ Commander Ezra Levant and Combating “Consensus Media”,No,True North
Globe & Mail Columnist Claims She Breastfed Michael Chong’s Son (Without His Knowledge),No,True North
Liberal Cheryl Thomas Called Mosques “Brainwashing Stations”,No,True North
Conservative Candidate Benjamin Dichter Shared “Crusade Against Islamisation of The World” video,No,True North
NDP Candidate Ethan Rabidoux Called Gun an “Instrument of Democracy”,No,True North
"""Liberal Candidate Kimberley Love Compared Alberta Oil Sands to Mordor, and More!""",No,True North
"""Conservative Candidate Martin Barker Decries Quebec “Money Pit”, Says C-51 Could Prevent Air India""",No,True North
Liberal Candidate Peter Schiefke Said Cleaning is in a Woman’s DNA,No,True North
"""Trudeau Fuddle Duddles, Leaves Path of Devastation in House of Commons""",No,True North
Top 10 Picks For Post-Mulcair NDP Leadership,No,True North
Trudeau Sketch Sells Way Above Asking Price,No,True North
Indecision 2015 Archives,No,True North
"""Justin Trudeau: Ready or Not, Here He Comes!""",No,True North
Stephen Harper To Resign as Prime Minister,No,True North
TNT Projection: Trudeau to Form Liberal Majority Government,No,True North
LIVE Canadian Election Coverage,No,True North
Is Canada Ready to Fulfill the Nixon Prophecy?,No,True North
Duffy Deletes Descriptions of Dwellings,No,True North
Doug Ford Poised for Run at Conservative Party's Post-Harper Leadership,No,True North
Peter MacKay and the Supreme Court: Friends With Benefits,No,True North
"""Germany Has Problems With CETA, the Canada-EU Trade Agreement""",No,True North
5 Pieces of Artwork Justin Trudeau Should Be Selling,No,True North
Top 10 People Who Would Make a Better Premier than Kathleen Wynne,No,True North
10 Alternative Prime Ministers that the Governor General Could Appoint (Maybe),No,True North
Will Abortion Be The Ballot Box Question in Canada?,No,True North
Ford Fest 2014: A Political Event in All But Name,No,True North
Canada Blames China for NRC Espionage,No,True North
Canadian Al Jazeera Journalist Mohamed Fahmy Convicted by Egyptian Court,No,True North
Homophobic or Just Lazy? Manitoba Tories Block Debate on Gay Marriage Tribute,No,True North
"Valcourt Complains About Salaries of Aboriginal Chiefs, Doesn't Mention His Own",No,True North
BC High School Students Plan Walk-In,No,True North
"China: Canadian Christians Stole State Secrets, Helped North Korea",No,True North
"EXCLUSIVE: Interview with Elizabeth May, Leader of the Green Party",No,True North
"Gilles Duceppe Returning to the Bloc Quebecois, Will Fight Over Leadership",No,True North
"Pierre-Karl Peladeau Hints at PQ Leadership Bid, Promises Blind Trust",No,True North
Canada Day: Some Foreign Diplomats Aren't Invited,No,True North
Who Said It: Justin Trudeau or Superman?,No,True North
Who Said It: Kevin O’Leary or Donald Trump?,No,True North
Police Unveil Video of Polite Trudeau Residence Vandal,No,True North
Mulcair the Weatherman: It's Always Sunny in Tom's Canada,No,True North
"Kevin O’Leary Quits Conservative Leadership Race, Blames Quebec",No,True North
"Trudeau Fuddle Duddles, Leaves Path of Devastation in House of Commons",No,True North
"Bernard Drainville launches PQ bid, Peladeau Expected to Follow Soon After",No,True North
GRIZZLY PIED PIPER,No,Weekly World News
TITANIC TEETH DENTISTRY TO CLOSE,No,Weekly World News
JERSEY DEVIL DEMANDS NJ hockey TEAM change ITS NAME!,No,Weekly World News
PUTIN SINGS!,No,Weekly World News
TWO WELL-DIGGING BROTHERS DISCOVER UNDERGROUND EMPIRE!,No,Weekly World News
PROFESSORS TO GET TENURE INTO THE AFTERLIFE!,No,Weekly World News
ZOMBIE FIRED FOR REFUSAL TO WEAR MASK!,No,Weekly World News
DOLPHIN INVENTS CORONAVIRUS VACCINE!,No,Weekly World News
BAT BOY DOES THE DOLLY PARTON CHALLENGE,No,Weekly World News
COOKING WITH TOOTHPASTE,No,Weekly World News
RUSSIANS HACKED MY DVR!,No,Weekly World News
"“I don’t think the COVID second wave will be so bad,” says man who will be primary cause of third wave",No,Beaverton
The Beaverton Mocks the Vote Special,No,Beaverton
"Please don’t make me risk getting COVID to teach, especially that prick Noah",No,Beaverton
Rent luckily winding down the same time as CERB,No,Beaverton
Most gorgeous woman you’ve ever met dating local potato,No,Beaverton
"Entire world stocking up on celebration champagne “for no reason, just in case”",No,Beaverton
Premier Ford still not convinced flames shooting from neighbour’s house is sufficient evidence to call fire department,No,Beaverton
2020 Election: Key Senate Races To Watch,No,The Onion
‘Horizon Zero Dawn’ Star Ashly Burch Teaches Her Top Tricks For Aspiring Video Game Voice Actors,No,The Onion
Laid-Off Uber Programmer Reduced To Driving For Uber,No,The Onion
Confused Army Corp Of Engineers Trying To Find Out What Big Blue Cable Connected To Country Does,No,The Onion
Appeals Court Opens Across The Street From Regular Court To Drum Up Business,No,The Onion
Piece Of Shit From Nearby Town Marries Bitch From High School,No,The Onion
From The Archives: Soldier Excited To Take Over Father’s Old Afghanistan Patrol Route,No,The Onion
"Yikes: A Severely Overweight, Dead-Eyed Shigeru Miyamoto Showed Up To Our Gaming Festival 2 Days Late With His Eyebrows Shaved Off And Is Now Silently Wandering Around",No,The Onion
Insider Report Reveals Obama Tried Persuading Ginsburg To Die During His Presidency,No,The Onion
"Come On, Man: Representatives From CD Projekt Red Are Completely Hogging All The Controllers At The Booth Where You Can Try Out ‘Cyberpunk 2077’ Even Though It’s Their Own Game",No,The Onion
"Gamers, Are You Not Seeing All The Olives We Left Around The Expo Hall For You? Gotta Be Like 500 Dollars Worth Here, Be A Huge Waste If No One Eats Any",No,The Onion
John Bolton Seething With Jealousy After Trump Gets To Become Living Biological Weapon,No,The Onion
Man Leaves Comments Section He’s Having Argument In To Quickly Skim Article For Supporting Facts,No,The Onion
Highlights From The First 2020 Presidential Debate,No,The Onion
NASA Discovers Evidence That Life Could Exist Outside America,No,The Onion
Meeting Dragging Agonizingly On To Planned Length,No,The Onion
Long-Distance Couple Takes Comfort Knowing They Both Looking Up At Same Wildfire Smoke,No,The Onion
Talk Around The Con: The Most Insane Quotes We Heard Around OGE,No,The Onion
"Mother Fucker: Cliff Bleszinski Just Made Off From Our Conference With 10,000 Free EA Games Pens",No,The Onion
"‘But If He Has My Voice, Then Whose Voice Do I Have?’ Murmurs John Cena Examining Own Talking Action Figure",No,The Onion
Jingle Belle Shock,No,The Onion
Thousands Of Minks Die Of Coronavirus On Utah Fur Farms,No,The Onion
Nobel Prize Awarded To Scientists Who Discovered Hepatitis C Virus,No,The Onion
Horse-Drawn Carriages Return To Central Park Following Covid-19 Break,No,The Onion
2020 Census Count To End One Month Early,No,The Onion
Don Henley Sues Both Presidential Campaigns For Not Using ‘Boys Of Summer’,No,The Onion
Couple Spices Up Love Life By Adding Sex Into Relationship,No,The Onion
D.C. Journalists In Awe Of Australian Reporter Able To Speak To Trump Without Succumbing To His Raw Animal Magnetism,No,The Onion
Desperate Trump Campaign Strategists Wondering How Much Mileage They Can Get Out Of Americans’ Fear Of Dentists,No,The Onion
How To Save The World’s Melting Sea Ice,No,The Onion
Herbalife Launches Sampler Kit Into Deep Space To Share Once-In-A-Lifetime Business Opportunity With Alien Civilizations,No,The Onion
Evidence Shows National Weather Service Failed To Stop Devastating Storm Despite Having Advance Warning,No,The Onion
Financial Experts Recommend Americans Set Aside Giant Mesmerizing Pearl To Rub Obsessively In Retirement,No,The Onion
Tree Loses Limb In Freak Chainsaw Accident,No,The Onion
FDA Expands List Of Dangerous Hand Sanitizers,No,The Onion
"Relieved Trump Administration Thankful To Finally Get Easy, Run-Of-The-Mill Hurricane Response To Fuck Up",No,The Onion
Florida Teenager Faces 30 Charges For Alleged Twitter Hack,No,The Onion
"‘Finally, Sports Are Back,’ Says Gambling Addict About To Lose $2,000 On Parlays",No,The Onion
How 2020 Candidates Are Reaching Young Voters,No,The Onion
Deal Alert: Kill This Man With Your Bare Hands And We Will Give You A Copy Of ‘Brute Force’ For Xbox,No,The Onion
Virtuoso Consumer Flawlessly Exchanges Currency For Goods,No,The Onion
NASA Astronauts Splash Down In Gulf Of Mexico,No,The Onion
"Cold, Distant Boyfriend Finally Opens Up About How Horny He Is",No,The Onion
Hurry Cain,No,The Onion
FBI Uncovers Plot Where JFK Was Buried,No,The Onion
Number-One Cause Of Domestic Violence Needs A Gun To Protect His Family,No,The Onion
Nation Informs Body-Positive Advertisers It Ready To Go Back To Staring At Unattainably Attractive People,No,The Onion
Ron DeSantis Cuts Phone Line Outside Nursing Home So No One Can Report Coronavirus Data,No,The Onion
New Evidence Shows Sperm Swim ‘Like Playful Otters’,No,The Onion
Knowledge That It Could Kill Him Actually Making Man Appreciate Day At Disney World A Lot More,No,The Onion
Man Confident He Would’ve Been Against Slavery If He Was Alive During 1960s,No,The Onion
Flowers Left Over From Child’s Funeral Under Tremendous Pressure To Thrive,No,The Onion
U.S. Praises Bolivian Leaders For Eliminating Voter Fraud By Refusing To Hold Elections,No,The Onion
Fans Stunned After Adele Shares Photo Of Her Newly Molted Body,No,The Onion
Town Council Votes To Rename Statue Of Robert E. Lee,No,The Onion
Hunger Strike Saving Prison 62 Cents Per Inmate,No,The Onion
Federal Troops Tear-Gas Yankees Off Field So Trump Can Throw Out First Pitch,No,The Onion
New Jayson Tatum Free Throw Ritual Involves Blinking ‘Help Us’ In Morse Code,No,The Onion
Garth Brooks Withdraws Self From Top Country Music Association Award,No,The Onion
Barack Obama Storms Out Of Michelle Obama Podcast Interview After Questions About Administration’s Drone Use,No,The Onion
Congress Approves Defense Relief Funding For Americans To Receive Stimulus Aircraft Carrier,No,The Onion
Voting Rights Lawsuits That Could Affect The 2020 Election,No,The Onion
Hacky Pop-Up Book’s Narrative Tension Pretty Dependent On Lifting Colored Flaps,No,The Onion
Federal Agents Drive 3 Hours Away From Portland Before Realizing Abducted Protester Still In Backseat,No,The Onion
Real-Life ‘Nintendogs’? This Furry 4-Legged Creature Loves To Snuggle And Play,No,The Onion
Highlights From The First Week Of MLB Play,No,The Onion
Authorities Abandon Search For Missing Girl After Finding Huge Bass While Dredging Lake,No,The Onion
Patient Rushed Into Unnecessary Surgery To Save Cash-Strapped Hospital,No,The Onion
New Blood Test Could Diagnose Alzheimer’s In Dementia Patients,No,The Onion
Mattel Unveils Barbie 2020 Campaign Team Dolls,No,The Onion
Biden Campaign Whittles VP Shortlist Down To Either Woman Or Man With Long Hair,No,The Onion
Top Contenders For The 2020 NBA Season Restart,No,The Onion
Ravens Fan Can’t Believe Ray Lewis Charging $300 On Cameo Just To Stab People,No,The Onion
Thighs On Fucking Fire 12 Seconds Into Flirty Lap Dance,No,The Onion
Ellen: ‘I Never Intended To Make Staff Feel Unsafe By Wearing A Bloodied Ram Skull And Stalking Them With A Hatchet’,No,The Onion
Theoretical Astro-Fetishists Posit Black Holes Could Be Used For Anonymous Sex Across Parallel Universes,No,The Onion
5 Things To Know About Wearing Masks,No,The Onion
Jimmy Carter Added To Mount Rushmore After Becoming 5th Former President To Bowl Perfect 300,No,The Onion
Bryan Cranston’s Teen Harem Headlines Our All-Libel Issue,No,The Onion
Teens In India Discover Asteroid Near Mars,No,The Onion
5 Things To Know About Taylor Swift’s ‘Folklore’,No,The Onion
Tech CEOs Testify Before Congress In Antitrust Hearing,No,The Onion
Brian Kemp Pushes Against Coronavirus Restrictions By Moving All Government Business To Packed Indoor Pool,No,The Onion
Kanye Forced To Sleep In Separate Hyperbaric Chamber After Kim Kicks Him Out Of Geodesic Dome,No,The Onion
Rob Manfred Frustrated MLB Season Falling Apart Despite All The Energy He Put Into Wishing It Wouldn’t,No,The Onion
Hopefully Neighborhood Children Enjoy 2004 Coding Textbook Man Added To Lending Library,No,The Onion
Scientists Locate Impact Crater From Asteroid That Destroyed Roman Empire,No,The Onion
Pros And Cons Of Banning TikTok,No,The Onion
Funeral Alright,No,The Onion
God Reminds Angels That Helping Struggling Baseball Teams Their Number-One Priority,No,The Onion
Billboard Still Touting March 20 Premiere For ‘A Quiet Place Part II’ What Finally Drives Home How Much Man Has Lost In Pandemic,No,The Onion
Happiness In Selfie Almost Looks Real,No,The Onion
Fisher-Price Announces Company Has Grown Out Of Making Stupid Toys For Babies,No,The Onion
Rescue Team Saves St. Bernard From England’s Highest Peak,No,The Onion
Kyrie Irving Donates $1.5 Million To Support WNBA Players Sitting Out Season,No,The Onion
Area Man Will Always Remember This As The Summer He Lived Life Normally And Everyone Was Mad At Him,No,The Onion
Soulja Boy Shocks Fans After Having Face Tattoo Removed,No,The Onion
"‘We Are Upholding The Rule Of Law,’ Bill Barr Tells Congress While Federal Agents Drag Jerry Nadler Into Unmarked Van",No,The Onion
Queen Elizabeth II Worried She’s Next On Chopping Block If Beefeaters Laid Off,No,The Onion
L.A. Designates Open-Air Dining Areas Along 101 Freeway Median,No,The Onion
Mom Calls Daughter In Panic After Ultra-Realistic Nightmare That She Chopped Off Her Beautiful Hair,No,The Onion
How Schools Plan To Reopen During Coronavirus Pandemic,No,The Onion
Anteater ‌Knows‌ ‌It‌’s Stereotypical‌ ‌But‌ ‌Can’t‌ ‌Help‌ ‌But‌ ‌Love‌ Ants‌,No,The Onion
U.S. Requires Hurricanes To Quarantine For 2 Weeks Before Traveling To Other States Along Coastline,No,The Onion
Missing Red Panda Returns To Columbus Zoo,No,The Onion
"Trump Advisors Say Americans Will Get Second $1,200 Stimulus Check",No,The Onion
Closed Ballpark Forces Thousands Of Phillies Fans To Be Content Verbally Threatening Friends And Family,No,The Onion
More Cities Offering Drive-Thru Covid Injection Sites To Put Citizens Out Of Misery,No,The Onion
MLB Announces Players Will Now Be Quarantined For 14 Days Between Bases,No,The Onion
Rep. Yoho Removed From Charity Board Over Sexist Comments Toward Ocasio-Cortez,No,The Onion
Whoopsies: The Vatican Has Ruled That Nintendo Committed A Venial Sin After Imbuing Lifeless Paper Products With The Soul Of Mario,No,The Onion
Irresponsible Man Not Even Doing Part To Develop Coronavirus Vaccine,No,The Onion
Bush Administration Reunites On Zoom For Table Read Of National Intelligence Brief Used To Justify Iraq War,No,The Onion
Missing Teen Looks Like He Can Probably Take Care of Himself Out There,No,The Onion
Nation’s CEOs Sign Pledge To Continue Fucking Over Americans,No,The Onion
So-Called Career Woman Laid Off,No,The Onion
Excited Vlad Guerrero Jr. Can’t Believe He Gets To Keep Foul Ball,No,The Onion
House Censures Ocasio-Cortez For Using Sexist Slur On Floor Of Congress,No,The Onion
Everything We Learned From The New ‘Halo Infinite’ Gameplay Trailer,No,The Onion
"A United Italy: Could It Happen, And If It Already Did, Why Didn’t They Feel Comfortable Telling Us?",No,The Onion
5 Things To Know About Amy Coney Barrett,No,The Onion
Falcon Sick Of Everyone Assuming He And Falconer Friends,No,The Onion
Scientists Say Time Travel Without Paradoxes Theoretically Possible,No,The Onion
Taylor Swift Drops Surprise Album,No,The Onion
"Twitter Bans 7,000 Hate Accounts That Were A Little Too On The Nose",No,The Onion
Victoria’s Secret Introduces New Sexy Push-Up Jack For Maximum Lift,No,The Onion
Respectful Jogger Yells ‘Move Or I Could Kill You’ As They Run Past,No,The Onion
Student Travels To Remote Indian Temple To Train With Legendary Yoga Ball,No,The Onion
Cubs Install Cardboard Cutouts Of Fans Pissing All Over Streets Outside Wrigley Field,No,The Onion
Country Time CEO Unsure If Company Supposed To Be Racist Or Not,No,The Onion
In-Flight Announcement Thanks Passengers For Choosing To Destroy Planet With Southwest,No,The Onion
How To Ease U.S.–China Tensions,No,The Onion
Study Finds Couples Who Live With Moldering Corpse Of Mother Having Less Sex,No,The Onion
Comic-Con Goes Online For 2020 Festival,No,The Onion
5 Common Workout Mistakes,No,The Onion
ICUs Reach Breaking Point As Nation Hits 4 Million Coronavirus Hoaxes,No,The Onion
Ohio House Speaker Arrested In $60 Million Bribery Scheme,No,The Onion
Aunt Who’s Really Mom’s Friend Announces She Saw Inside Of Willie Nelson’s Bus Once,No,The Onion
"530 Million Years Later, Do Fish Still Hold Up?",No,The Onion
Clumsy Stealth Drone Surveilling Taliban Base Flees After Accidentally Knocking Over Potted Plant,No,The Onion
Nation’s Women Mourn Loss Of Ann Taylor Despite Always Claiming Cute Top From Anthropologie,No,The Onion
Asshole Refusing To Pay Reward For Lost Dog As If Poster Specified It Had To Be Alive,No,The Onion
"‘It Wasn’t The First Birthday We Imagined, But We Spent The Day Surrounded By Love,’ Begins Elegant Tapestry Of Fabricated Embellishments",No,The Onion
Desperate CDC Now Just Claiming Wearing A Mask Will Make You Rich And Famous Beyond Wildest Dreams,No,The Onion
Frustrated Mayors Demand Constituents Stop Paying Such Close Attention To Everything They Do,No,The Onion
Country Time Offers ‘Littlest Bailout’ To Kids Who Can’t Run Lemonade Stands This Year,No,The Onion
Study Finds Universal Mask Use Could Cut U.S. Coronavirus Deaths By 67%,No,The Onion
Baseball Fan Excited For Return Of Switching To Movie After 2 Hours When It’s 5-1 In The 4th Inning,No,The Onion
Timeline Of Presidential Polling,No,The Onion
LeBron James On Quest To Hunt Down Owners Of Rare Rookie Cards That Contain Fragments Of His Soul,No,The Onion
White House Clarifies That Trump Was Just Sending General Well Wishes To All Sex Traffickers,No,The Onion
Disaster: Luigi Left His Space Heater Plugged In For 3 Days And The Entire ‘Paper Mario’ Kingdom Burned Down,No,The Onion
"Del Monte Introduces New Extended-Release, Maximum-Strength Peaches",No,The Onion
Encouraging Report Finds Polar Bears Evolving Aerospace Engineering Skills Necessary To Escape Overheating Planet,No,The Onion
New Streaming Service Still Struggling To Come Up With Name Stupid Enough That Public Becomes Furious When They Hear It,No,The Onion
5 Things To Know About The Federal Agents In Portland,No,The Onion
"Catcaller Not Sure What The Big Deal Is Since He’d Love For A Woman To Call Him A Fat, Stuck-Up Bitch",No,The Onion
The Best Cities To Live In For Fans Of Rock And Roll Museums And The Cleveland Browns,No,The Onion
Heavily Armed Fans Guard Statue Of Yogi Bear In Case It Turns Out He Supported Confederacy,No,The Onion
Beefeaters Face Job Cuts For First Time In History,No,The Onion
Trump Resumes Coronavirus Briefings As Cases Surge,No,The Onion
Homeland Security Claims Protesters Snatched Off Streets As Part Of New Surprise Makeover Series,No,The Onion
"New Congressional Stimulus Would Provide National Tip Jar For All Americans Making Under $40,000",No,The Onion
Edmund Pettus Bridge Officially Renamed As Edmund Pettus-John Lewis Friendship Bridge,No,The Onion
Fox News Announces Entire Channel Taking Preplanned Vacation In Wake Of Sexual Assault Lawsuit,No,The Onion
Netflix Confirms Cancel Membership Button Will Be Leaving Streaming Service Next Month,No,The Onion
PC Culture Gone Too Far? Typing ‘Western Civilization’ Into The Chat Box In ‘The Sims’ Doesn’t Unlock Any Cheats,No,The Onion
"‘Huh, That’s Kind Of Weird,’ Thinks Fruit Fly Diving In To Dish Of Honey Containing Corpses Of 15 Other Fruit Flies",No,The Onion
Man Unaware Majority Of His Life’s Failures Directly Caused By Getting Only 80% Daily Recommended Thiamine,No,The Onion
Epidemiologists Explain When They’ll Feel Comfortable Doing Normal Things Again,No,The Onion
Bray At Home,No,The Onion
CDC Horrified After Discovering Existence Of Thousands Of Public Pools,No,The Onion
Creatively Recharged Tucker Carlson Comes Up With Week Of Show Ideas After Hispanic Cashier Gives Him Wrong Change,No,The Onion
United Arab Emirates Successfully Launches Migrant Workers To Mars To Build Luxury Colonies,No,The Onion
Pandemic Sets Off National Coin Shortage,No,The Onion
Braves Remove Tomahawk Chop Statue,No,The Onion
DHS Secretary Assuages Concerns About Protester Abductions By Promising This Will All Feel Routine In A Month,No,The Onion
Charmin Under Fire For New Ad Suggesting It Wouldn’t Be Bad Idea If Everyone Started Hoarding Toilet Paper Again,No,The Onion
MTV Names Richard Lewis New Host of ‘Wild ’N Out’ In Effort To Court Jewish Audience,No,The Onion
Trump Campaign Releases Damning Video Of 30-Year-Old Puerto Rican Joe Biden Promoting Socialism,No,The Onion
Toddler Feels Somewhat Torn About Pretending To Be Policeman In Current Climate,No,The Onion
Man Longingly Imagines What Life Would Be Like If Pizza Deliveryman Outside Building Were Here For Him,No,The Onion
Union Soldiers Battle Aliens At Annual Gettysburg Ahistorical Reenactment,No,The Onion
Man Throws Caution To The Wind By Touching Elevator Button With Bare Finger,No,The Onion
Spain Holds First Annual ‘Running Of The Virus’ Festival,No,The Onion
Mortgage Rates Fall Below 3% For First Time,No,The Onion
Georgia Governor Bans Local Governments From Mandating Masks,No,The Onion
Dog Could Really Go For Some Women’s Underwear Right Now,No,The Onion
Apologetic Dan Snyder Pledges To Spend Rest Of Life Re-Earning Trust Of Great Brands Like FedEx,No,The Onion
Teacher Wonders If Outer Space Or Ocean Better Theme For Bulletin Board Listing Coronavirus Rules,No,The Onion
Blatant Rip-Off: The Main Character In ‘Ghost Of Tsushima’ Is Clearly Modeled On The Samurai From Japanese History,No,The Onion
Genetics: Myth Vs. Fact,No,The Onion
"Cat Too Evil To Pet, Too Soft Not To",No,The Onion
"Arctic’s Rapid Thawing Not Helped By Todd, A Guy Up There Rubbing His Warm Body All Over The Ice",No,The Onion
Cause And Infect,No,The Onion
Tyra Banks Named New Host Of ‘Dancing With The Stars’,No,The Onion
Man Trademarks Dozens Of Possible New Names For Washington Redskins,No,The Onion
How Coronavirus Will Change Travel,No,The Onion
Panicked Officials Agree To Reopen Gyms After Disastrous 85% Drop In Nation’s Chiseled Studs,No,The Onion
Melania Trump Figures It’s Time To Sit Barron Down And Tell Him He Was Bred For His Organs,No,The Onion
Will Michael Chong Make Canada Great Again?,No,True North
Ongoing Senate Party Exposes Reason for Ongoing Federal Deficit,No,True North
"Josh Freed: For most Montrealers, this is the winter of our content",No,True North
Harper Government Decides Boycotting Israel Is a Hate Crime,No,True North
"Liberal Candidate Kimberley Love Compared Alberta Oil Sands to Mordor, and More!",No,True North
"Conservative Candidate Martin Barker Decries Quebec “Money Pit”, Says C-51 Could Prevent Air India",No,True North
Weekly Recap,No,True North
"Justin Trudeau: Ready or Not, Here He Comes!",No,True North
"The Globe and Mail Opts for Fantasy Endorsement: The Conservatives, not Harper",No,True North
Canada Reacts: Gay Marriage Passed in Ireland,No,True North
Ontario Election Ridings to Watch: Voyeurism 2014,No,True North
Government Deporting Man Whose Citizenship Was Revoked: Media Grants Him Sainthood,No,True North
10 Phrases the Quebec Language Police Should Enforce,No,True North
Alberta announces plan to grow VHS industry,No,Beaverton
Pence woos fly with bullshit,No,Beaverton
Highlights Of The Onion Gamers Expo: Part I,No,The Onion
Infected White House Groundskeeper Thrown Into Propeller Of Marine One,No,The Onion
Pence Instinctively Addresses Harris’ Husband In Audience During Debate Responses,No,The Onion
"Donald Trump Reprimanded For Continually Interrupting Harris, Moderator During VP Debate",No,The Onion
White House Staff Heartbroken By Sight Of Weak Trump Struggling To Yell Racial Slurs At TV,No,The Onion
Trump Family To Halt Big Bath They All Take Together Every Night During President’s Quarantine,No,The Onion
Facebook Bans QAnon,No,The Onion
President Trump Is So Desperate For Attention That He Gets Out of His Hospital Bed and Does a Drive-By,No,Spoof
Doctor’s Reveal That They Have Learned That President Trump Has a Pre-Existing Condition,No,Spoof
Ruth's Revenge Plagues Trump,No,Spoof
President Donald Trump Says That The Proud Boys Are Just Flag-Waving Good Guys,No,Spoof
President Trump Tells The Presidential Debate Audience That He Is Not Going To Denounce White Extremist Groups,No,Spoof
Air from studio of presidential debate captured and studied by special team from California,No,Spoof
"The Presidential Debate Commission Has Just Slapped President Trump With a $200,000 Fine",No,Spoof
The First Presidential Debate Turned Into an Uncontrolled Dumpster Fire,No,Spoof
The President Leaves Walter Reed Hospital Against Doctor’s Orders Showing He Doesn’t Give a Damn About Anybody But Himself,No,Spoof
Melania Trump Is Furious After Seeing The Photo of Her Husband Kissing Hope Hicks on the Lips,No,Spoof
Chinese Communist Party’s New Chinglish Bible,No,Spoof
Queen Elizabeth Tells President Trump Not To Even Think About Visiting England,No,Spoof
The Proud Boys Have Told President Trump That They’ll Work Security at His Upcoming Campaign Rallies,No,Spoof
Senator Susan Collins Says...,No,Spoof
President Trump Claims He Was Misunderstood,No,Spoof
A F*cking Miracle: Biden “Speaking In Noses” To Nation,No,Spoof
All of The White House Maids and Cooks Have Quit and Evacuated The Trumpapalooza-Infested White House,No,Spoof
Amazon sales are dropping,No,Spoof
Jackass revisited! President inspires a range of game challenges. Thanks Donald!,No,Spoof
How Many Of These Classic Catchphrases Do You Know?,No,Click Hole
The Amazing Science Of Blankets: Researchers At MIT Have Determined That The Blanket Makes You Warm Because It Goes On Top Of You,No,Click Hole
They Just Have ‘It’: 5 Camels With Star Potential,No,Click Hole
Preparing For The Worst: President Trump Has Asked For Ronald McDonald To Sing ‘Sexual Healing’ At His Funeral If He Dies Of Covid-19,No,Click Hole
October 7 Is Looming Large,No,Spoof
Tiddlywinks are no longer a laughing matter,No,Spoof
Nietzscheian Superman Apprehended!,No,Spoof
Global satire hits new low because a 'One Horse Race' is so damn boring!,No,Spoof
Manchester United Captain Harry Maguire Now Valued At Only £80,No,Spoof
Kim Kardashian Says That As Soon As Husband Kanye West Is Free of the Coronapalooza Virus She is Kicking His Ass Out,No,Spoof
"Imagine Trump Going Up The Escalator After January 20, 2020",No,Spoof
Donald Trump On A Stampede To Kill Every One Left At The White House,No,Spoof
Megan Thee Stallion Rocks Her Huge Booty on Saturday Night Live,No,Spoof
People Who Voted for Trump Thought He Would Run Country Like His Business; Unfortunately He Did,No,Spoof
This Week's Dancing With The Stars Ended In One Big Messed-Up Mess,No,Spoof
Child's Bag Was Open,No,Spoof
Wag Tweeting again,No,Spoof
"After 200,000 Dead, Trump Is Giving Medical Advice",No,Spoof
Doctors Recommend Prescribing: Fawked Up,No,Spoof
Father’s Increasingly Virulent Racism Excused Because Of How Difficult It Is For Him To Get Out Of Chair Now,No,The Onion
Mike Greenberg Encouraged To Wear Mask To Help Prevent Spread Of Inane Commentary,No,The Onion
Another Audubon Society Board Meeting Derailed By Members Scoffing Over Proportions Of Tweety Bird,No,The Onion
Fisher-Price Introduces New Bungee Jumperoo For Thrill-Seeking Babies,No,The Onion
Ways To Subtly Drop The Hint To Your Fire Department That Your House Is Burning Down,No,The Onion
Congress Passes Bill To Build New 35-Mile Overpass Capable Of Housing Millions Of Evicted Americans,No,The Onion
Study: Majority Of Americans Not Prepared For When Sun Engulfs Earth In 7.5 Billion Years,No,The Onion
Glass Vial Shortage Could Delay Coronavirus Vaccine,No,The Onion
A Guide To U.S. Coronavirus Travel Restrictions,No,The Onion
Every Member Of Police Department Excitedly Volunteers To Go Undercover In White Supremacist Group,No,The Onion
California Granting Bar-Closing Exemptions To Shithole Dives That Just Have 3 Old Guys Who’ll Be Dead Soon Anyway,No,The Onion
Ominous Twitter Bio Warns Foolhardy Readers That They Have Entered Realm Of Political Incorrectness,No,The Onion
Google Vows To Not Use Fitbit Data For Advertising,No,The Onion
"Gentle Whisper Of Wind Through Willows, Dappling Of Sunlight Upon Leaves Unsure What More They Have To Do To Make Dipshit Look Up From Phone",No,The Onion
Unprocessed Rage Taken Out On Eyebrows,No,The Onion
IRS Announces Taxpayers Can Make Checks Directly Payable To Any Corporation Or Billionaire They Want This Year,No,The Onion
Nutritionists Admit You Can Just Eat Hot Dogs And Live Like That For Basically Decades,No,The Onion
New Report Links Nationwide Decline In Mental Health To Not Being Able To Eat Inside Hard Rock Cafe,No,The Onion
Wells Fargo Orders Employees To Delete TikTok Citing Security Concerns,No,The Onion
Report: This Article Something To Look At For Few Minutes While Your Life Slips Away From You,No,The Onion
Jerry Jones Changes Team’s Name To Redskins Now That It’s Available,No,The Onion
"Los Angeles, San Diego Schools Will Remain Remote-Only This Fall",No,The Onion
Will Smith Reveals Extramarital Relationship With Younger ‘Gemini Man’ Co-Star,No,The Onion
Woman Was Obviously In Middle Of Haircut When California Locked Down Again,No,The Onion
